排名,代號,名稱,成交,漲跌價,漲跌幅,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,ROA(%),ROA增減,ROE(%),ROE增減,EPS(元),EPS增減(元),財報評分
134,2330,台積電,142,-1,-0.7%,2014,7628,27.8,3777,34.5,2639,40.3,49.5,2.46,34.6,3.09,19.1,2.17,27.9,3.96,10.18,2.92,91
137,2317,鴻海,94.8,0.8,+0.9%,2014,42132,6.6,2919,14.6,1305,22.3,6.93,0.49,3.14,0.43,5.55,0.62,14.8,0.37,8.85,0.69,43
255,2881,富邦金,62.8,-0.8,-1.3%,2014,4087,5.12,1212,48.4,602,84.2,29.7,8.66,14.8,6.4,1.21,0.45,16.5,6,5.89,2.58,40
413,2882,國泰金,53.1,-0.1,-0.2%,2014,4236,6.73,1136,29.3,495,71.9,26.8,4.69,11.8,4.44,0.76,0.26,13.8,2.89,3.94,1.44,43
4,2454,聯發科,412.5,3.5,+0.9%,2014,2131,56.6,1039,73.7,464,68.6,48.8,4.79,21.8,1.58,15.2,3.5,21,6.14,30.04,9.53,81
507,2891,中信金,23.85,-0.1,-0.4%,2014,2223,56.8,937,54.3,394,83.4,42.2,-0.69,17.7,2.57,1.3,0.35,18.7,6.83,2.58,1.08,52
113,2412,中華電,96,-0.6,-0.6%,2014,2266,-0.6,782,-3.05,386,-2.77,34.5,-0.87,17.3,-0.63,8.82,-0.45,10.7,-0.45,4.98,-0.14,68
357,1303,南亞,71.1,0,0%,2014,3255,4.65,290,-11.1,318,25.8,8.92,-1.58,10.1,2.02,6.21,1.07,10.4,1.36,4.01,0.82,49
584,2886,兆豐金,27.9,0.3,+1.1%,2014,800,13.9,591,18.4,303,34.5,73.9,2.83,37.8,5.77,0.95,0.18,12,2.16,2.43,0.47,67
406,2408,南亞科,60.4,-2.5,-4%,2014,491,4.54,222,195,282,247,45.1,29.2,57.4,40.2,28.5,20.2,109,-22.4,11.77,11.4,79
403,2311,日月光,39.85,-1.25,-3%,2014,2566,16.7,535,25.1,236,50.4,20.9,1.39,9.44,2.09,7.8,1.75,17,3.48,3.07,0.98,51
718,2002,中鋼,24.4,0.1,+0.4%,2014,3665,5.37,439,16.5,222,38.7,12,1.14,6.6,1.33,3.55,0.72,7.4,1.52,1.43,0.38,38
877,3481,群創,16.15,-0.1,-0.6%,2014,4287,1.4,504,33.4,217,325,11.8,2.82,5.06,3.85,4.38,3.43,10.2,7.45,2.31,1.74,45
53,2308,台達電,164,3.5,+2.2%,2014,1906,7.67,515,14.4,207,16.4,27,1.58,11.7,0.95,10.7,0.64,20,1.6,8.49,1.17,60
6,2357,華碩,290,0,0%,2014,4774,3.05,654,9.03,195,-9.23,13.7,0.75,4.13,-0.52,6.08,-1.56,13,-3.23,26.21,-2.45,43
1,3008,大立光,3300,45,+1.4%,2014,458,67,245,89.2,194,102,53.5,6.28,42.4,7.4,39,11.5,50.7,14.8,144.91,73.3,89
154,2382,廣達,70.5,-0.4,-0.6%,2014,9263,5.22,418,12.1,189,1.43,4.51,0.28,2.08,-0.09,3.3,-0.1,14.2,-0.38,4.9,0.06,40
501,1301,台塑,72,-0.5,-0.7%,2014,2166,0.54,166,5.67,180,-13.1,7.64,0.37,8.31,-1.31,4.29,-1.1,6.56,-1.91,2.83,-0.42,40
64,2474,可成,359,-3,-0.8%,2014,553,27.8,261,42.5,179,29.5,47.2,4.85,32.4,0.41,14.8,1.37,21.1,0.59,23.52,5.14,83
967,2409,友達,14.5,0.1,+0.7%,2014,4082,-1.97,485,42.7,176,322,11.9,3.72,4.43,3.4,3.76,2.93,9.54,7.05,1.83,1.38,45
794,2885,元大金,16.85,0.1,+0.6%,2014,617,88.1,441,57.8,165,114,71.5,-13.7,26.6,2,1.52,0.55,9.48,4.39,1.62,0.84,50
249,2105,正新,66.3,-0.3,-0.5%,2014,1290,-3.06,359,1.62,160,-13.7,27.8,1.28,12.5,-1.52,9.7,-2.2,19.2,-6.92,4.94,-0.78,60
77,3045,台灣大,104.5,0,0%,2014,1126,3.19,375,-4.05,150,-3.71,33.3,-2.51,13.8,-0.68,10.7,-3.05,24.9,-4.06,5.56,-0.23,57
148,4938,和碩,87.5,0,0%,2014,10197,7.37,595,30.6,147,53.4,5.83,1.04,1.86,0.36,4.34,0.81,11.9,1.4,6.24,2.08,36
591,2892,第一金,18.65,-0.1,-0.5%,2014,488,0.25,373,16.4,141,29.4,76.4,10.6,28.8,6.5,0.61,0.11,9.53,1.63,1.52,0.26,55
625,2880,華南金,17.6,-0.15,-0.8%,2014,526,10.5,369,17,131,30.6,70.1,3.91,25,3.85,0.59,0.12,9.39,1.9,1.41,0.3,50
626,2890,永豐金,13.5,0,0%,2014,513,17.6,345,11.3,130,20.4,67.1,-3.8,25.3,0.58,0.86,0.1,11.1,0.68,1.45,0.13,52
940,2303,聯電,13,-0.2,-1.5%,2014,1400,13.1,319,35.2,121,-3.87,22.8,3.72,8.2,-1.58,3.77,-0.43,5.25,-0.55,0.97,-0.04,53
250,2325,矽品,45.7,-0.1,-0.2%,2014,831,19.8,210,45.4,117,99.1,25.3,4.45,14.1,5.63,10.1,4.03,17.4,7.79,3.76,1.86,62
195,4904,遠傳,71,-0.7,-1%,2014,942,5.02,380,3.42,115,-2.43,40.4,-0.63,12.3,-0.93,9.51,-1.37,15.7,-0.36,3.52,-0.09,60
493,1216,統一,53.3,0.7,+1.3%,2014,4252,0.5,1320,0.87,111,-12.9,31,0.11,4.17,-0.74,4.6,-1.25,12.3,-3.11,2.04,-0.44,49
579,1402,遠東新,31.8,-0.3,-0.9%,2014,2355,-1.4,479,2.97,110,53.1,20.3,0.86,7.3,1.32,3.89,-0.04,7.83,-0.39,2.25,0.75,45
809,2801,彰銀,17.5,0.05,+0.3%,2014,391,14.7,274,12.2,109,23.6,70.2,-1.59,27.9,1.99,0.62,0.09,9.41,1.25,1.38,0.24,55
349,1101,台泥,38,0,0%,2014,1183,1.92,249,8.98,108,8,21,1.36,14,0.99,5.76,0.21,10.5,-0.09,2.93,0.21,53
920,2883,開發金,11.9,0,0%,2014,331,19.1,287,20.3,108,30.5,86.7,0.83,33.1,2.77,1.4,-0.08,6.4,1.36,0.73,0.17,55
597,2884,玉山金,20.6,-0.2,-1%,2014,444,22.4,307,22.7,105,25.1,69.2,0.16,23.9,0.68,0.72,0.08,11.1,0.49,1.56,0.03,55
633,1326,台化,72.1,-0.2,-0.3%,2014,4015,-6.27,178,-45.3,105,-57.6,4.43,-3.17,3.49,-2.74,2.65,-2.61,4.41,-4.7,1.8,-2.45,40
771,5880,合庫金,16.05,0,0%,2014,586,3.65,354,10.7,102,20.5,60.3,3.84,17.8,2.59,0.34,0.05,6.7,1.02,1.13,0.13,48
43,2542,興富發,70.8,-1.6,-2.2%,2014,375,32.5,142,35.5,101,58.1,37.9,0.83,28.6,5.83,10.2,3.61,36.5,10.3,11.44,0.59,64
307,2354,鴻準,103,-3,-2.8%,2014,839,-11.3,153,26.7,94,33.8,18.2,5.46,11.2,3.77,8.29,1.36,12.4,1.65,6.84,1.45,57
363,1102,亞泥,36.55,0.05,+0.1%,2014,777,10.7,111,23.5,93.6,37.6,14.3,1.48,14,1.99,4.37,0.21,8.11,-0.04,2.98,0.77,43
11,2207,和泰車,410,-21,-4.9%,2014,1602,9.39,203,13.5,92,20.2,12.7,0.46,6.42,0.53,7.24,0.49,25.9,2.33,16.84,2.83,40
44,2912,統一超,213.5,-3.5,-1.6%,2014,2080,3.68,669,5.54,90.9,13.1,32.2,0.57,4.92,0.32,12,0.73,35.4,1.3,8.74,1.01,60
817,6505,台塑化,77.9,2.7,+3.6%,2014,9131,-1.96,95.8,-71.2,90.7,-66.2,1.05,-2.52,0.99,-1.89,1.9,-3.76,3.78,-8.23,0.95,-1.87,36
576,9904,寶成,42.05,-0.85,-2%,2014,2440,7.64,553,9.38,86.2,-18.9,22.6,0.36,5.68,-1.78,5.32,-1.55,9.57,-2.92,2.93,-0.69,47
15,3034,聯詠,148.5,-1.5,-1%,2014,541,30.4,154,33.9,72.1,51.9,28.5,0.73,13.3,1.89,17,4.89,27.3,7.77,11.85,4.04,62
65,2915,潤泰全,68.3,-0.1,-0.1%,2014,90.4,-88.2,39.9,-94.4,71.1,-83.7,44.1,-49,93,-10.1,6.82,-88.9,7.79,-109,8,-46.8,64
496,2356,英業達,19.95,-0.55,-2.7%,2014,4356,-5.53,233,2.37,71,0.33,5.36,0.41,1.53,0.18,3.25,0.09,10.6,0,1.98,0.01,40
534,2324,仁寶,23.05,0.25,+1.1%,2014,8457,22.1,324,15.1,70.3,185,3.83,-0.23,0.89,0.47,2.11,1.21,7.34,4.64,1.63,1.06,36
972,2888,新光金,9.58,-0.07,-0.7%,2014,1909,24.3,351,-0.85,68.9,-31,18.4,-4.66,4.15,-2.73,0.3,-0.14,6.59,-3.57,0.7,-0.41,31
241,5871,F-中租,75.4,-0.6,-0.8%,2014,346,13.6,201,17.8,68.3,16,58.1,2.05,20.7,0.29,3.3,-0.13,21.4,-0.66,6.23,0.32,51
171,4958,F-臻鼎,102.5,-1.5,-1.4%,2014,760,17.8,143,20.4,67.3,23.1,18.9,0.41,8.87,0.38,8.58,0.29,23.3,-0.4,9.12,1.71,53
188,9945,潤泰新,47.3,-0.35,-0.7%,2014,123,-18.6,26.7,-9.8,65.7,-78.5,21.7,2.12,59.3,-148,7.83,-36,13.9,-69.5,5.69,-23.3,49
2,2227,裕日車,321,3.5,+1.1%,2014,332,5.37,43.2,-20.7,65.2,-10.6,13,-4.28,19.7,-3.52,18.2,-5.21,25.1,-6.83,21.75,-2.58,62
583,2823,中壽,30.7,-0.3,-1%,2014,1936,-6.17,104,25.5,65.1,37.8,5.35,1.35,3.36,1.07,0.63,0.14,10.1,1.41,2.15,0.41,41
396,2301,光寶科,35.3,0,0%,2014,2306,8.17,282,-7.38,64.6,-26.2,12.2,-2.06,2.46,-1.71,2.65,-1.71,7.17,-3.35,2.8,-1.03,43
329,3702,大聯大,37.95,0.05,+0.1%,2014,4525,11.4,205,10.5,58.1,22.1,4.53,-0.04,1.28,0.11,3.93,0.2,13.7,1.49,3.51,0.64,30
311,5347,世界,47.5,0.05,+0.1%,2014,239,13.2,86.1,25.5,54.4,24.4,36,3.52,22.7,2.04,17.4,1.06,20.9,1.7,3.35,0.59,81
862,2834,臺企銀,9.51,0.01,+0.1%,2014,295,7.45,165,11.8,53.2,47.2,55.8,2.16,18,4.87,0.39,0.12,8.86,2.55,1,0.29,45
646,2841,台開,12.05,0,0%,2014,17.9,-29.4,17.3,18.9,53.1,530,96.6,39.2,297,263,23.3,18.8,45.2,33.5,8.13,6.76,79
411,2615,萬海,24.8,0.3,+1.2%,2014,670,12.2,91.4,66.7,52.5,147,13.6,4.46,7.94,4.35,6.49,3.75,15.9,8.93,2.37,1.41,53
545,2809,京城銀,27.1,-0.5,-1.8%,2014,91.4,14.4,76.5,23.3,52,25.5,83.7,6.06,56.8,5.02,2.31,0.28,20.2,1.54,4.33,0.8,64
232,2347,聯強,44.45,-0.45,-1%,2014,3315,0.39,115,4.22,50.2,-4.74,3.48,0.13,1.59,-0.06,4.02,-0.52,11.7,-1.15,3.16,-0.16,38
194,5522,遠雄,33.25,-0.55,-1.6%,2014,178,-29,68.6,-30.5,50.1,-25.2,38.5,-0.8,27.9,1.35,5.5,-2.85,13.1,-5.95,5.99,-2.67,53
42,5264,F-鎧勝,192,-3,-1.5%,2014,345,-5.53,89.9,-20.3,49.2,-19.6,26,-4.81,14.3,-2.49,11.2,-4.31,18.5,-11.3,14.49,-3.61,62
74,2395,研華,200.5,-14.5,-6.7%,2014,357,16.5,144,14.4,49.1,19.5,40.3,-0.77,13.8,0.34,16.7,0.69,23.5,1.34,7.8,0.54,68
56,9921,巨大,252,-7.5,-2.9%,2014,600,10.4,135,15.5,41.1,17.3,22.5,1,6.84,0.51,9.59,0.92,22.1,1.45,10.96,1.62,47
117,2385,群光,82,0,0%,2014,801,7.47,125,9.68,40.8,7.9,15.7,0.31,5.81,0.27,8.63,0.11,18.6,-0.55,6.22,0.39,38
681,1504,東元,23.1,-0.9,-3.8%,2014,538,-4.94,134,-0.79,40.7,8.17,24.9,1.04,8.19,0.81,5.52,-0.08,8.82,-0.77,2.06,0.05,51
63,2379,瑞昱,79.9,-0.1,-0.1%,2014,313,10.9,137,12.2,38.9,28.2,43.7,0.47,12.4,1.68,10.4,0.34,18.7,2.58,7.71,1.69,66
153,2327,國巨,53.2,-0.7,-1.3%,2014,270,9.27,70.5,21.5,38.6,166,26.1,2.63,14.4,8.46,7.06,4.31,14.1,9.5,2.3,1.55,51
34,2451,創見,114.5,0.5,+0.4%,2014,272,4.2,55.4,12.6,37.4,16.8,20.4,1.52,13.7,1.48,14.8,1.52,18.4,2.11,8.67,1.24,62
84,6176,瑞儀,106,0.5,+0.5%,2014,514,-19.2,70.1,-22.9,37.3,-20.9,13.6,-0.66,7.25,-0.16,6.91,-2.58,15.9,-5.91,8.01,-2.12,49
812,2812,台中銀,10.7,-0.1,-0.9%,2014,147,14,87.3,18,37.2,21.5,59.5,2.03,25.4,1.58,0.72,0.07,11.1,0.76,1.32,0.09,57
792,2845,遠東銀,10.8,0,0%,2014,178,11.9,108,13.1,36.9,20.7,60.9,0.65,20.8,1.52,0.73,0.09,11.3,0.31,1.31,0.01,52
295,2106,建大,48.85,-1.05,-2.1%,2014,333,2.59,88.1,8.88,36.8,13.6,26.4,1.53,11,0.67,10.4,-1.07,19.9,-1.69,4.5,0.09,60
159,3189,景碩,79.6,-3.4,-4.1%,2014,249,7.97,69.5,12,36.2,12.2,27.8,0.99,14,0.5,8.82,0.43,12.1,0.36,8.11,0.88,64
549,3231,緯創,21.9,-0.6,-2.7%,2014,5923,-5.07,311,3.03,35.8,-37.8,5.25,0.41,0.61,-0.32,1.26,-0.86,5.26,-3.72,1.5,-1.01,34
580,1434,福懋,32.05,-0.3,-0.9%,2014,482,0.91,57.4,25.6,35.2,65.3,11.9,2.34,7.93,3.37,5.04,2.2,7.16,3.16,2.09,0.82,47
49,6121,新普,134,2,+1.5%,2014,600,9.65,67.8,9.93,33.9,4.66,11.3,0.03,5.71,-0.2,7.95,-0.58,17.4,-0.43,10.98,0.48,45
52,9914,美利達,209,-4,-1.9%,2014,272,7.54,47.9,6.59,33.5,15.2,17.6,-0.16,12.4,0.92,16.7,0.26,29.3,-0.9,11.2,0.99,57
362,8150,南茂,43.4,-0.3,-0.7%,2014,220,13.7,51.7,52.4,33.2,42.8,23.5,5.98,17.4,3.44,11.8,2.73,19.7,3.85,3.86,1.1,64
285,2107,厚生,28.05,-0.5,-1.8%,2014,55.4,34.6,37,55.2,32.7,69.7,66.8,8.88,59,12.2,24.2,8.73,27.7,8.77,6.57,2.7,89
5,3658,漢微科,2140,-55,-2.5%,2014,72.1,35,50.7,34.8,32.4,38.2,70.3,-0.12,45,1.01,24,-3.49,30,-4.25,45.6,10.5,87
270,6239,力成,62.4,0.3,+0.5%,2014,400,6.47,66.6,26,32.4,-181,16.6,2.58,11.1,19.6,6.26,10.7,11.6,19.6,4.24,9.48,57
10,8299,群聯,296.5,-5,-1.7%,2014,331,2.8,55.9,-2.28,32,0.97,16.9,-0.88,9.68,-0.18,15,-2.06,21,-3.11,17.48,-0.09,55
919,2849,安泰銀,14.15,-0.1,-0.7%,2014,106,4.61,69.9,9.78,32,21.2,65.9,3.1,30.2,4.13,0.94,0.19,12,1.41,1.91,0.34,62
183,9910,豐泰,158,-2,-1.2%,2014,477,24.9,97.7,31.3,30.9,34.6,20.5,0.99,7.22,0.35,14.7,2.31,29.1,5.72,5.33,1.21,49
815,2838,聯邦銀,10.45,-0.05,-0.5%,2014,147,5.58,114,7.97,30.9,7.88,77.9,1.72,21.3,0.51,0.67,0,10.2,-0.66,1.26,-0.04,52
365,1722,台肥,50.2,0,0%,2014,175,9.31,29.1,29.6,30.7,20.9,16.6,2.61,17.5,1.68,4.48,0.66,5.95,1.03,3.13,0.54,45
252,2377,微星,31.7,-0.4,-1.2%,2014,849,18.1,115,24.4,30.1,52.8,13.6,0.68,3.55,0.8,6.84,1.83,12.7,3.82,3.57,1.23,43
30,1476,儒鴻,466.5,1.5,+0.3%,2014,208,14.9,54.7,6.86,30,9.69,26.2,-1.97,14.4,-0.68,21.9,-2.34,34.2,-2.93,11.51,0.6,64
915,2352,佳世達,11.75,-0.15,-1.3%,2014,1335,12,151,19.5,29.7,319,11.3,0.71,2.5,1.32,3.4,1.81,12.2,5.83,1.51,1.15,36
729,2501,國建,17.2,-0.25,-1.4%,2014,98.9,21.5,43.2,66.9,29.5,75,43.7,11.9,28.9,9.47,5.32,1.95,11.4,4.65,1.78,0.76,55
1119,2923,F-鼎固,24.8,-0.05,-0.2%,2014,76.9,-28.6,39.8,-1.78,29,122,51.7,14.1,40.6,27.8,3.23,1.35,7.02,2.59,1.67,0.92,47
409,2520,冠德,21.35,-0.15,-0.7%,2014,132,80.7,49.7,117,28.7,140,37.8,6.24,23,6.28,7.45,4.34,24.9,14.4,5.82,3.4,55
216,5371,中光電,34.05,0.35,+1%,2014,812,11.6,113,8.14,28.4,46.5,13.9,-0.44,3.7,0.93,5.28,1.46,11.9,3.36,4.46,1.78,45
296,3044,健鼎,53.8,-1.2,-2.2%,2014,424,4.08,66.6,12.9,26.4,11,15.7,1.22,6.26,0.45,4.91,-0.08,9.73,0.34,5.02,0.5,45
524,1736,喬山,70.5,0.4,+0.6%,2014,166,9.82,76.4,15.9,26.4,208,46.2,2.41,15.9,10.2,15.1,9.17,33.4,19.8,8.73,4.48,59
835,2847,大眾銀,10.9,-0.1,-0.9%,2014,144,3.31,98.1,7.17,26.4,-0.8,68.2,2.46,19.2,-0.44,0.6,-0.01,8.09,-0.59,1.04,-0.11,45
231,2104,中橡,32.15,-0.35,-1.1%,2014,220,2.16,37.2,1.24,25.7,217,16.9,-0.15,11.5,8.43,7.92,5.76,12.8,9.25,4.76,3.26,55
477,2449,京元電,26.9,-0.35,-1.3%,2014,163,10.8,48.8,21.6,25.6,40.9,30,2.67,15.7,3.36,6.64,1.71,11.5,3.01,2.15,0.62,62
675,2204,中華,24.35,-0.35,-1.4%,2014,360,1.16,60.6,17,25.6,1.04,16.9,2.28,7.85,0.11,4.64,-0.08,5.6,-0.18,1.88,0.02,51
310,6147,頎邦,68,2.5,+3.8%,2014,177,11.8,42.6,11.6,25.5,1.94,24.1,-0.04,15,-1.54,6.75,-1.18,11.3,-1.45,3.95,-0.19,60
866,5820,日盛金,8.42,-0.09,-1.1%,2014,96.1,8.36,82.2,9.09,24.4,17.4,85.5,0.57,25.4,1.95,0.97,0.12,7.03,0.72,0.76,0.08,52
603,2867,三商壽,18.2,-0.15,-0.8%,2014,1547,2.76,71.4,5.59,24.1,-1.51,4.62,0.12,1.56,-0.07,0.32,-0.03,10.2,-1.3,1.82,-0.17,39
206,2049,上銀,202.5,-22.5,-10%,2014,151,21.3,57.9,25.7,24,19,38.4,1.35,15,-0.34,7.82,0.59,17.8,0.55,9.2,1.24,53
297,2376,技嘉,31.35,0.05,+0.2%,2014,545,6.7,94.7,3.49,24,1.76,17.4,-0.54,4.4,-0.22,6.99,-0.2,10.8,-0.31,3.82,0.06,51
833,2511,太子,11.5,-0.15,-1.3%,2014,194,12.7,52.1,10.8,24,45.1,26.8,-0.45,12.2,2.77,4.37,1.14,11.1,1.99,1.51,0.21,38
320,2362,藍天,35.4,-0.6,-1.7%,2014,191,5.93,67.8,15.5,23.3,-21.5,35.6,2.95,12.2,-4.28,2.78,-3.29,7.29,-17.7,3.55,-0.98,43
475,1717,長興,32.8,-0.1,-0.3%,2014,403,5.64,77.8,13.7,23,19.4,19.3,1.36,5.73,0.66,5.06,0.45,11,0.97,2.25,0.31,45
286,2441,超豐,36.7,-0.45,-1.2%,2014,103,12.4,28.7,31.6,22.6,40,27.8,4.06,21.9,4.31,15.2,3.85,17.6,4.46,3.98,1.07,79
337,4960,奇美材,29.95,-0.4,-1.3%,2014,158,-11.4,29,-3.59,22.5,-8.08,18.3,1.48,14.2,0.54,13.2,-1.22,18.5,-5.37,4.36,-0.62,57
870,2201,裕隆,36.85,-1.8,-4.7%,2014,1206,29.4,174,21,22.1,-6.78,14.4,-0.99,2.33,-0.13,1.48,0.17,3.57,0.53,1.51,-0.11,34
26,1723,中碳,139,-2,-1.4%,2014,89,0.96,28.3,0.59,21.9,-1.03,31.7,-0.12,24.6,-0.6,25.8,-2.4,29.7,-2.79,9.5,-0.1,77
201,5530,龍巖,79.9,-1.1,-1.4%,2014,54.5,31.3,37.2,24.9,21.9,8.77,68.2,-3.48,42.2,-8.59,5.7,0.29,23.9,0.99,5.49,0.44,64
155,2393,億光,60,-1.2,-2%,2014,306,23.6,75.7,22.4,21.7,47.4,24.8,-0.24,7.13,1.22,6.16,1.61,12.5,3.29,5.12,1.61,53
305,1227,佳格,85.6,-0.9,-1%,2014,218,6.97,62.2,10,20.8,11.6,28.5,0.79,9.59,0.45,12.3,-0.27,18.2,0.39,2.9,0.07,53
369,2606,裕民,39.1,-0.4,-1%,2014,91.4,23.4,18.1,73,20.8,32.9,19.8,5.67,22.8,1.64,3.63,0.44,7.74,1.47,2.43,0.6,53
184,9917,中保,93.5,-2.3,-2.4%,2014,131,3.64,48.4,0.6,20.3,4.54,37,-1.12,16,0.23,10.8,-0.27,19.3,0.15,4.74,0.17,62
929,6005,群益證,9.96,-0.09,-0.9%,2014,68.7,15,60.4,14.9,20.3,37.6,88,-0.03,31.2,4.87,2.65,0.45,6.8,1.62,0.85,0.23,52
246,1507,永大,59.5,-2.2,-3.6%,2014,239,19.9,61.8,21.4,20.2,18,25.9,0.32,8.61,-0.08,6.71,-0.12,18.5,2.74,4.95,0.76,49
914,2313,華通,17.5,-0.05,-0.3%,2014,338,9.55,48.2,5.54,19.9,7.14,14.2,-0.54,5.87,-0.13,4.63,-0.33,11.1,-0.36,1.67,0.11,43
1146,3105,穩懋,42.6,1.4,+3.4%,2014,99.1,-5.45,35.1,8.58,19.6,8.39,35.4,4.58,19.8,2.53,9.15,1.04,12.7,0.38,2.65,0.25,68
131,5534,長虹,68.9,-1.3,-1.9%,2014,52.1,-36.7,25.9,-53.4,18.9,-62.8,49.8,-17.8,36.2,-25.3,7.34,-14.6,18.8,-25.2,7.22,-13.1,60
719,2027,大成鋼,16.6,-0.15,-0.9%,2014,508,31.6,89,92.6,18.9,748,17.5,5.54,4.19,3.37,5.08,4.21,13.9,11.5,2.44,2.15,36
361,9933,中鼎,50.7,-1.2,-2.3%,2014,577,10.5,41.7,-1.22,18.8,14.6,7.22,-0.86,4.02,0.13,4.39,0.36,12,0.74,2.51,0.29,40
793,2634,漢翔,43.75,0.6,+1.4%,2014,249,7.96,27.7,23.1,18.7,45.2,11.1,1.36,7.51,1.93,7.98,2.01,19.9,4.75,2.06,0.64,40
156,2545,皇翔,38.7,-0.75,-1.9%,2014,46.5,-9.43,27.6,-5.4,18.4,11.1,59.3,2.52,39.4,7.26,4.6,0.2,16.8,1.92,5.6,0.56,60
157,3036,文曄,45.95,-0.25,-0.5%,2014,1078,22.8,61.8,20.8,18.4,40.9,5.74,-0.09,1.7,0.22,4.78,0.85,14.1,2.77,5.18,1.32,26
20,2059,川湖,418,1.5,+0.4%,2014,42.8,13.6,23.5,18.7,18.1,29.6,54.9,2.36,42.2,5.21,23.2,2.53,28,1.51,18.98,4.09,91
821,2448,晶電,39.15,-1.2,-3%,2014,277,24.6,52.8,78.4,18.1,4621,19,5.74,6.51,6.17,2.15,2.04,3.32,3.16,1.98,1.94,47
834,2833,台壽保,32.7,-0.25,-0.8%,2014,889,16.7,60.4,34.7,18.1,280,6.79,0.91,2.04,1.41,0.38,0.27,12.6,9.34,1.87,1.36,39
404,2392,正崴,52.4,0.3,+0.6%,2014,911,-14.2,107,-4.77,17.9,-13.9,11.7,1.16,2.08,0.14,2.77,-0.17,6.65,-1.03,3.5,-0.69,40
88,1590,F-亞德,178,-7,-3.8%,2014,83.8,14.8,46,14,17.7,3.54,54.9,-0.35,21.3,-2.32,10.7,-3.31,18.7,-4.73,10.39,-0.16,64
281,2637,F-慧洋,41.35,0.2,+0.5%,2014,90.6,8.76,18.7,10.9,17.7,22.8,20.7,0.41,19.9,1.92,2.58,0.12,7.56,-1.35,3.81,0.38,47
368,2355,敬鵬,46.8,-0.75,-1.6%,2014,213,10.3,28.9,-2.34,17.7,1.31,13.6,-1.75,8.18,-0.95,7.61,-0.79,12.2,-1.12,4.45,0.06,51
520,8926,台汽電,26.4,-0.05,-0.2%,2014,16.5,-38.2,2.63,-368,17.3,126,16,19.6,105,76,11.8,5.88,16,7.6,2.93,1.63,60
933,2889,國票金,8.64,-0.02,-0.2%,2014,58.8,10.3,47.8,13.9,17.3,28.3,81.3,2.62,30.8,4.38,0.82,0.15,5.48,1.1,0.66,0.14,60
494,1229,聯華,21.05,-0.1,-0.5%,2014,53,-1.15,6.71,10,17.2,28.8,12.7,1.29,31.8,7.19,6.52,1.31,7.93,1.45,2.01,0.44,55
29,1477,聚陽,270,-1,-0.4%,2014,209,16.6,45.3,26.9,17.1,27.2,21.7,1.76,8.16,0.67,15.4,0.75,25.2,-1.66,9.62,1.6,57
132,6605,帝寶,108.5,-1,-0.9%,2014,147,7.86,42.1,7.82,16.7,24.9,28.6,-0.01,11.3,1.5,7.12,0.65,16.8,1.74,10.07,2.01,49
319,2015,豐興,40,0.15,+0.4%,2014,302,0.91,25.6,10.9,16.7,15.3,8.5,0.77,5.53,0.69,8.58,1.27,10.5,1.46,2.87,0.38,51
27,5508,永信建,55.5,-1.4,-2.5%,2014,40.1,-12.9,19,-15.1,16.3,-19.6,47.5,-1.19,40.7,-3.38,27.4,-6.27,33.2,-7.3,9,-2.2,80
1165,2887,台新金,12.7,-0.15,-1.2%,2014,667,-11.1,454,-19.5,16.2,-88.3,68,-7.06,14.5,-12.9,0.45,-0.28,6.18,-4.71,0.08,-1.64,45
612,8046,南電,41.9,-1.55,-3.6%,2014,350,8.09,18.6,354,16.1,-293,5.32,4.05,4.62,7.2,3.54,5.57,4.42,6.97,2.5,3.79,49
225,8213,志超,42.3,-0.65,-1.5%,2014,239,14,43.8,22.6,15.8,37.4,18.3,1.29,7.68,0.37,5.9,0.75,14.3,0.72,5.82,1.36,47
823,2855,統一證,15.7,-0.25,-1.6%,2014,51.6,11.9,45.1,12,15.8,16.3,87.3,0.04,30.7,1.14,2.57,0,6.98,0.8,1.2,0.17,55
3,1565,精華,518,-6,-1.1%,2014,54.1,3.62,23.3,1.77,15.7,-1.57,43.1,-0.78,29.1,-1.53,25,-2.96,38.3,-6.6,31.2,-0.5,82
317,1262,F-綠悅,127,1.5,+1.2%,2014,62.6,21,21.8,26.8,15.4,35.9,34.8,1.6,24.6,2.7,15.9,-0.62,20.9,-9.2,10.4,0.18,73
321,2383,台光電,46.7,-0.3,-0.6%,2014,189,11.9,34.3,34.8,15.4,84.1,18.2,3.08,8.16,3.2,9.86,3.91,20.4,7.76,4.91,2.22,45
485,4915,致伸,36,-1.7,-4.5%,2014,522,23.4,62.2,65.7,15.4,131,11.9,3.04,3.08,1.5,6.12,2.9,18,8.46,3.57,2.02,45
734,2903,遠百,18.85,-0.15,-0.8%,2014,459,-1.77,232,1.12,15.3,-29.4,50.5,1.44,4.71,-1.71,1.94,-0.71,5.7,-2.69,1.07,-0.47,43
92,6177,達麗,38.45,-0.5,-1.3%,2014,48.1,401,20.4,714,15.2,3874,42.3,16.3,31.7,27.7,14.4,13.9,54.1,52.4,9.02,8.79,64
