排名,代號,名稱,成交,漲跌價,漲跌幅,財報年度,營收(億),營收成長(%),毛利(億),毛利成長(%),淨利(億),淨利成長(%),毛利(%),毛率增減,淨利(%),淨率增減,ROA(%),ROA增減,ROE(%),ROE增減,EPS(元),EPS增減(元),財報評分
314,5209,新鼎,49.85,0.55,+1.1%,2014,13.5,20.6,1.72,-21.7,0.763,-22.4,12.7,-6.86,5.64,-3.12,6.35,-2.22,14.6,-4.35,3.3,-1.02,43
925,4534,慶騰,13.55,-0.1,-0.7%,2014,11.4,12.1,2.39,10.1,0.753,6.7,20.9,-0.38,6.59,-0.33,4.79,-0.21,8.6,-1.26,0.98,-0.08,43
531,2063,世鎧,26.05,-0.05,-0.2%,2014,7.03,26.8,1.88,62.7,0.751,68.3,26.7,5.87,10.7,2.63,7.14,2.45,12.6,4.91,1.74,0.66,50
481,3564,其陽,68.8,-0.4,-0.6%,2014,10.1,4.76,2.85,9.48,0.745,36.2,28.1,1.21,7.35,1.7,11.8,1.35,17.3,1.15,3.65,0.52,45
459,8432,東生華,46.75,0,0%,2014,5.62,-5.93,3.76,-8.91,0.744,-32.5,67,-2.19,13.2,-5.21,6.57,-2.92,7.29,-3.33,1.94,-0.93,68
913,1735,日勝化,11.4,-0.1,-0.9%,2014,44.9,-4.94,5.84,3.43,0.743,11,13,1.05,1.26,0.05,1.57,0.06,3.83,0.01,0.75,0.06,32
807,6234,高僑,24.3,-0.65,-2.6%,2014,9.3,102,1.22,-249,0.74,-164,13.1,30.8,7.96,33,2.71,7.22,3.56,9.02,1.04,2.65,47
652,3537,堡達,19,-0.05,-0.3%,2014,22.5,-24.3,2.46,-16.5,0.739,-34.8,10.9,1.02,3.28,-0.53,5.77,-2.69,8.94,-4.97,1.52,-0.81,36
344,6431,F-光麗,17.85,-0.6,-3.3%,2014,10,-12.1,2.02,-41.1,0.737,-0.58,20.2,-9.92,7.36,-4.88,5.47,-5.58,6.4,-7.03,1.84,-1.68,61
841,4111,濟生,24,-0.4,-1.6%,2014,9.43,2.42,2.85,-4.76,0.73,-23.6,30.3,-2.28,7.74,-2.64,5.01,-1.91,7.58,-3.03,1.33,-0.5,55
435,5276,F-達輝,23.6,0.05,+0.2%,2014,9.55,14.2,2.05,-11.5,0.729,-17.6,21.5,-6.25,7.63,-2.95,8.48,-2.47,11.4,-4.24,1.94,-1.08,52
853,5443,均豪,12.35,0.1,+0.8%,2014,26.5,3.39,5.47,1.09,0.726,-57.5,20.7,-0.47,3.87,-3.25,2.29,-1.63,3.92,-3.26,0.42,-0.56,47
988,4130,健亞,44.1,-1.6,-3.5%,2014,4.75,19.7,2.32,34.8,0.725,58.8,48.7,5.45,15.3,3.76,5.17,1.37,6.53,2.07,0.75,0.28,66
575,8431,匯鑽科,100.5,-1.5,-1.5%,2014,9.53,15,2.1,34.6,0.719,145,22.1,3.21,7.55,4,5.32,2.99,7.86,4.52,1.96,1.16,48
664,6151,晉倫,23.4,1.05,+4.7%,2014,20.4,-4.55,3.12,-9.16,0.718,-15.2,15.3,-0.78,3.52,-0.44,3.97,-0.98,7.99,-1.98,1.3,-0.34,36
385,4747,強生,41.75,0.55,+1.3%,2014,3.62,15.5,1.92,13.2,0.716,8.77,53.1,-1.08,19.8,-1.22,9.97,0.35,11.7,0.47,2.77,-0.47,72
992,4906,正文,21.2,-0.05,-0.2%,2014,177,-11.3,18.5,-20.3,0.716,-84.3,10.5,-1.19,0.41,-1.88,0.4,-2.17,0.82,-4.31,0.23,-1.25,34
931,6506,雙邦,26.2,-1.65,-5.9%,2014,19.4,9.99,2.46,21.5,0.709,46.6,12.7,1.2,3.65,1.05,4.41,1.27,8.77,2.84,1.08,0.32,36
1041,6509,聚和,18.25,0,0%,2014,33.3,-3.91,6.59,-11.3,0.709,-42.7,19.8,-1.65,2.13,-1.44,1.29,-1.05,2.68,-2.05,0.43,-0.32,43
813,6265,方土昶,8.85,-0.04,-0.4%,2014,126,0.88,3.15,7.48,0.704,21.8,2.5,0.15,0.56,0.1,2.47,0.06,4.31,0.59,0.6,0.11,36
1033,2611,志信,9.22,0.49,+5.6%,2014,14.4,-9,3.34,12.3,0.696,231,23.2,4.41,4.31,3.62,1.29,1.05,2.09,1.72,0.4,0.28,47
1136,4303,信立,14.3,0.1,+0.7%,2014,6.71,8.98,1.37,25.5,0.695,108,20.4,2.68,10.4,4.94,6.88,3.44,10.1,4.85,0.99,0.51,49
503,3093,港建,37.15,0,0%,2014,9.18,-2.4,3.38,-8.75,0.694,-29.7,36.8,-2.56,7.99,-2.69,6.08,-2.18,7.93,-2.94,1.91,-0.81,60
892,8289,泰藝,11.9,0.05,+0.4%,2014,16.2,2.89,3.34,16.8,0.692,27.5,20.7,2.46,4.26,0.73,3.17,0.64,4.63,0.74,0.9,0.2,51
1025,1454,台富,12.95,0.1,+0.8%,2014,21.1,1.51,1.78,9.22,0.685,87.1,8.43,0.6,3.25,1.49,3.24,1.44,4.18,1.92,0.52,0.24,40
684,2916,滿心,19.25,-0.2,-1%,2014,13.5,0.79,6.21,5.13,0.675,43.9,46.2,1.91,5.02,1.5,5.41,1.64,7.49,2.26,1.24,0.38,50
202,5878,台名,55.5,-0.5,-0.9%,2014,5.22,7.32,1.4,1.25,0.674,4.5,26.7,-1.6,12.7,-0.52,14.2,-2.51,18.2,-4.45,3.86,-0.04,61
465,1599,宏佳騰,31.9,-0.1,-0.3%,2014,24.1,13,5.76,15,0.674,-43.1,23.9,0.41,2.8,-2.72,4.15,-2.97,5.99,-4.44,1.5,-1.53,53
262,3684,榮昌,51.2,-0.8,-1.5%,2014,5.13,26.2,1.99,24.4,0.673,53.8,38.8,-0.57,13.1,2.36,14.8,3.11,21.6,4.47,3.4,0.97,64
956,1752,南光,37.45,-0.65,-1.7%,2014,12.8,26,4.1,38.1,0.673,-961,32.1,2.8,5.27,6.04,2.51,2.81,4.69,5.24,0.76,0.86,45
623,4550,長佳,19.05,0,0%,2014,11.2,10.7,1.01,-38.2,0.671,-23.2,8.98,-7.11,5.97,-2.61,6.63,-3.21,11.9,-3.91,2.24,-0.87,43
977,3092,鴻碩,14.9,-0.2,-1.3%,2014,21.1,24.9,2.9,62.3,0.669,-341,13.7,3.17,3.17,4.81,2.68,3.92,5.87,8.39,1.05,1.49,32
868,3236,千如,12.15,0.15,+1.2%,2014,18.1,15.4,3.11,43.8,0.666,3311,17.2,3.39,3.73,3.42,4.48,4.15,7.95,7.37,1.16,1.13,43
907,1470,大統染,16.9,-0.6,-3.4%,2014,7.44,11.2,1.59,70.5,0.664,127,21.4,7.44,8.92,4.54,6.14,3.33,7.14,3.92,0.77,0.43,53
886,5601,台聯櫃,27,0,0%,2014,0.697,-2.97,0.409,-8.9,0.661,225,58.6,-3.82,94.8,66.5,3.56,2.45,4.78,3.28,1.02,0.72,59
548,3169,亞信,26.9,-0.7,-2.5%,2014,4.7,-19.1,2.07,-19.5,0.658,-35.8,44,-0.23,14,-3.66,7.58,-4.02,8.43,-4.47,1.28,-0.73,72
756,4133,亞諾法,27.8,-0.1,-0.4%,2014,4.38,-5.52,2.24,-5.27,0.656,-9.95,51.1,0.14,15,-0.74,5.06,-0.61,5.34,-0.59,1.1,-0.12,68
772,6204,艾華,22.95,-0.25,-1.1%,2014,6.48,-2.87,1.77,-9.23,0.656,-21.3,27.3,-1.91,10.1,-2.37,6.13,-1.95,7.71,-2.64,1.82,-0.49,62
1106,6101,弘捷,18,-0.8,-4.3%,2014,11.7,16.5,0.883,539,0.649,-514,7.56,6.18,5.56,7.12,6.37,8.14,11.4,14.4,1.13,1.4,40
740,3206,志豐,23.05,-0.05,-0.2%,2014,13.7,28.8,3.49,50.9,0.647,217,25.5,3.74,4.72,2.8,6.39,4.18,9.78,6.53,1.56,1.06,51
1070,9958,世紀鋼,8.9,-0.15,-1.7%,2014,28.9,-16.8,1.91,-43.4,0.646,-66.1,6.62,-3.11,2.23,-3.26,1.18,-2.6,2.86,-6.57,0.35,-0.85,30
1149,2705,六福,11.5,-0.15,-1.3%,2014,28.6,15.3,9.48,4.62,0.64,-146,33.1,-3.4,2.24,7.84,0.65,2.04,1.32,4.16,0.19,0.61,49
355,1593,祺驊,44.5,-0.5,-1.1%,2014,9.08,10.6,2.16,19.1,0.634,33.2,23.8,1.7,5.82,1.21,5.75,1.53,7.62,1.96,2.3,0.47,53
895,2702,華園,15.85,0.05,+0.3%,2014,7.04,8.91,5.42,9.2,0.628,65.1,77,0.21,8.92,3.04,2.55,0.85,5.82,2.06,0.7,0.26,52
641,2471,資通,15.3,0.15,+1%,2014,6.48,3.18,2.12,0.82,0.615,20.7,32.7,-0.76,9.5,1.38,5.65,0.94,8.33,1.58,1.3,0.22,55
881,4127,天良,25.8,-0.05,-0.2%,2014,8.44,-8.11,5.12,-5.38,0.615,25.4,60.7,1.75,7.29,1.95,4.18,0.91,7.61,1.31,1.34,0.27,55
964,2332,友訊,12.9,-0.2,-1.5%,2014,303,-0.83,82.7,2.55,0.615,-90.5,27.3,0.9,0.37,-1.85,0.45,-2.32,0.83,-4.09,0.1,-0.96,36
746,3444,利機,20.5,0,0%,2014,10.9,35.7,1.78,38.3,0.614,116,16.3,0.3,5.62,2.1,7.39,3.63,11,5.76,1.57,0.84,49
544,2726,F-雅茗,51.6,0.8,+1.6%,2014,15.3,2.09,7.5,1.6,0.609,-13.6,49.1,-0.24,3.94,-0.68,5.15,-2.8,14.3,-9.69,2.52,-0.55,60
1016,4207,環泰,10.25,-0.1,-1%,2014,34.2,-8.07,3.96,-23.9,0.605,-72.6,11.6,-2.42,2.5,-5.23,2.02,-5.03,3.4,-8.82,0.37,-1.1,43
936,3303,岱稜,16.7,0.1,+0.6%,2014,27,-9.47,5.4,-17.6,0.604,-60.2,20,-1.96,0.32,-4.05,0.25,-3.31,0.47,-6.83,0.6,-0.99,47
885,5102,富強,14.5,-0.25,-1.7%,2014,10.5,-4.68,1.12,52.3,0.603,54.4,10.7,4.01,5.75,2.2,4.28,1.55,7.06,2.46,0.94,0.33,45
965,2338,光罩,8.89,-0.01,-0.1%,2014,17.7,0.32,3.32,16,0.603,41.6,18.8,2.54,3.21,-0.5,1.32,-0.12,1.44,-0.18,0.25,0.08,49
454,8147,正淩,52,-3,-5.5%,2014,7.08,15.8,2.1,22.8,0.597,85,29.7,1.7,8.43,3.16,9.89,3.66,16.8,6.13,2.8,1.16,45
514,5011,久陽,24.3,0,0%,2014,9.95,23.7,1.25,57.6,0.596,130,12.6,2.71,5.99,2.77,7.84,4.29,13.7,7.28,1.8,1.01,41
1061,9919,康那香,14.2,-0.55,-3.7%,2014,43.6,-1.63,5.85,-3.61,0.596,87.1,13.4,-0.28,-0.11,0.31,-0.07,0.2,-0.14,0.39,0.3,0.14,34
1114,8183,精星,7.14,-0.1,-1.4%,2014,31.8,10.6,2.06,32.6,0.593,-285,6.5,1.08,1.87,2.98,2.19,3.36,4.07,6.29,0.52,0.8,38
1014,1325,恆大,20.95,-0.5,-2.3%,2014,12.1,10.7,1.09,-16.4,0.588,-18.8,9.01,-2.92,4.7,-1.88,2.7,-0.71,2.96,-0.83,0.58,-0.14,55
838,3114,好德,14.1,-0.1,-0.7%,2014,17.5,24.3,1.93,21.4,0.576,77,11.1,-0.26,3.3,0.98,4.12,1.58,7.12,2.77,1.16,0.49,43
739,3122,笙泉,19.15,0.65,+3.5%,2014,5.48,0.52,2.12,6.57,0.574,43.8,38.7,2.2,10.5,3.18,9.77,2.09,13.1,3.52,1.71,0.53,62
978,3290,東浦,18.25,-0.25,-1.4%,2014,32.6,0.21,3.24,-35.2,0.573,-77.5,9.94,-5.43,1.77,-5.96,1.53,-6.74,3.51,-15.9,0.58,-2.58,38
1108,2032,新鋼,10.05,-0.15,-1.5%,2014,34.8,-0.04,1.71,24,0.573,36.8,4.9,0.95,1.65,0.44,2.79,0.74,3.48,0.97,0.44,0.12,36
1125,1455,集盛,14.55,-0.15,-1%,2014,182,-0.56,4.16,-30.2,0.573,-84.4,2.29,-0.97,0.32,-1.69,0.44,-2.23,0.76,-4.12,0.09,-0.51,34
394,6432,今展科,34.8,-1.1,-3.1%,2014,8.83,,2.34,,0.569,,26.5,,6.44,,8.95,,16.8,,3.38,,43
1080,1474,弘裕,12.1,-0.3,-2.4%,2014,35.3,-1.83,2.79,22.9,0.569,-20.1,7.89,1.59,1.61,-0.37,1.65,-0.47,3.22,-0.9,0.44,-0.1,38
1130,2528,皇普,10.2,-0.2,-1.9%,2014,3.49,-81.3,1.14,-69.3,0.561,-65.2,32.6,12.8,16.1,7.45,3.53,-6.26,4.31,-8.27,0.47,-1,60
709,1586,和勤,23.3,-0.1,-0.4%,2014,16.8,26.7,2.69,20,0.56,57.1,16.1,-0.91,3.34,0.65,2.61,0.52,5.35,1.79,1.24,0.44,32
783,8921,沈氏,19.25,0.1,+0.5%,2014,7.22,-7.04,1.27,-12.9,0.559,-23.9,17.6,-1.18,7.75,-1.72,5.27,-1.65,6.72,-2.13,1.2,-0.38,49
624,5704,老爺知,32.7,-3.6,-9.9%,2014,3.51,12.4,1.6,16.3,0.558,33.2,45.5,1.52,15.9,2.48,9.76,2.27,11.8,2.8,1.44,0.36,72
791,4737,華廣,63,-1,-1.6%,2014,15.2,-2.32,5.95,-5.28,0.543,-39.6,39,-1.22,3.56,-2.2,1.18,-1.02,4.49,-4.19,1.22,-0.83,45
949,1466,聚隆,16.95,-0.25,-1.5%,2014,50.1,-4.18,3.62,-19.6,0.54,-45,7.22,-1.38,1.08,-0.8,1.69,-1.67,3.04,-3.06,0.52,-0.5,38
1127,1815,富喬,10.95,-0.15,-1.4%,2014,46.5,13.2,7.06,28.5,0.539,88.5,15.2,1.81,1.16,0.46,0.43,0.22,0.84,0.35,0.13,0.05,43
611,6221,晉泰,23.15,-0.1,-0.4%,2014,20.5,-2.4,4.03,-0.4,0.535,-24.6,19.6,0.4,2.59,-0.76,3.43,-2.07,9.33,-3.37,1.45,-0.48,36
1072,1220,台榮,10.15,-0.2,-1.9%,2014,37.7,6.62,2.61,7.6,0.535,-6.64,6.92,0.06,1.11,-0.03,1.32,-0.01,1.87,0.1,0.3,-0.02,40
1155,5452,佶優,9.08,-0.15,-1.6%,2014,71.1,-4.58,4.77,-2.35,0.533,17.8,6.72,0.15,0.7,0.11,1.03,0.21,2.22,0.23,0.36,0.05,38
1132,2641,正德,9.61,-0.04,-0.4%,2014,7.05,5.44,1.25,10.8,0.529,7.42,17.8,0.87,7.51,0.14,1.86,-0.22,4.45,-0.36,0.54,0.02,40
824,1235,興泰,17.7,-0.1,-0.6%,2014,1.72,-31,0.1,-44.8,0.523,-215,5.79,-1.45,29.9,48.4,2.49,5.14,4.82,9.84,0.97,1.81,43
665,6174,安碁,18.7,-0.5,-2.6%,2014,5.8,-7.88,1.64,-8.15,0.516,-45,28.3,-0.09,8.91,-6.01,7.06,-6.2,8.62,-8.02,1.03,-0.85,59
685,3379,彬台,17.5,0.25,+1.4%,2014,13.2,14.1,2.54,3.65,0.513,25.7,19.3,-1.95,3.89,0.36,3.88,0.82,7.99,1.62,1.41,0.23,40
1164,2505,國揚,12.75,-0.25,-1.9%,2014,15.6,-85.3,4.96,-79.1,0.503,-97,31.9,9.46,3.23,-12.7,0.34,-10.3,0.79,-24.7,0.1,-3.29,36
968,2444,友旺,15.6,-0.25,-1.6%,2014,16.3,5.9,2.4,131,0.485,-125,14.7,7.93,2.97,15.8,3.23,15.5,5.35,25.6,0.57,2.03,45
1038,6133,金橋,9.15,0.05,+0.5%,2014,11.9,11.5,2.4,18.3,0.482,281,20.2,1.16,4.06,2.87,2.68,1.94,3.29,2.33,0.46,0.33,52
1062,4903,聯光通,10.85,0.05,+0.5%,2014,18.7,27.8,2.9,81,0.475,-277,15.5,4.55,4.13,5.52,5.25,6.7,7.68,9.85,0.54,0.86,49
1082,1617,榮星,6.79,-0.13,-1.9%,2014,36.1,-5.39,3.03,21.7,0.474,181,8.4,1.87,1.27,0.84,1.4,0.91,2.81,1.76,0.33,0.21,45
412,2734,易飛網,34.15,0.15,+0.4%,2014,16.1,7.92,2.39,18,0.47,-15.6,14.9,1.27,2.92,-0.81,6.08,-2.43,9.53,-6.73,2.05,-0.96,53
669,8929,富堡,28.2,0.4,+1.4%,2014,12.8,-3.85,2.39,-11.1,0.469,-38.3,18.8,-1.54,3.76,-2.15,3.88,-3.14,5.75,-5.38,1.37,-1.15,49
1005,8024,佑華,12.6,0,0%,2014,6.98,-1.03,2.33,10.4,0.463,67.8,33.4,3.46,6.63,2.72,5.47,2.17,6.43,2.63,1.01,0.41,57
983,3522,宏森,10.75,0.05,+0.5%,2014,22.2,-17.9,2.31,-10.8,0.46,32.9,10.4,0.83,2.08,0.79,2.08,0.65,4.14,0.86,0.97,0.24,43
1011,3402,漢科,13.4,0.2,+1.5%,2014,19.1,67.8,2.54,33.3,0.459,3473,13.3,-3.45,2.4,2.29,2.25,2.18,4.04,3.92,0.64,0.62,43
1013,6148,驊宏資,7.61,-0.08,-1%,2014,53.1,-3.75,4.63,-4.03,0.459,-14.8,8.73,-0.03,1.34,0.2,1.58,0.23,5.63,0.18,0.52,-0.09,30
1075,1414,東和,8.33,-0.02,-0.2%,2014,13.1,-2.09,0.701,-58,0.459,-66.3,5.34,-7.12,3.49,-6.67,0.99,-2.1,1.43,-2.76,0.21,-0.41,40
941,6270,倍微,11.4,0.3,+2.7%,2014,23.5,9,2.58,14.1,0.455,243,11,0.49,1.93,1.32,2.5,1.76,3.37,2.43,0.62,0.44,47
1141,6179,亞通,37,-1.1,-2.9%,2014,6.31,311,0.879,-314,0.453,-124,13.9,40.7,7.17,131,7.88,70.5,12.5,84.8,1.15,6.42,39
1107,1225,福懋油,20.7,0.05,+0.2%,2014,124,-12.7,6.47,-5.12,0.451,-27.6,5.22,0.42,0.49,-0.02,0.97,-0.15,2.17,-0.61,0.22,-0.1,34
804,5255,美桀,25.5,-1.15,-4.3%,2014,12.6,-4.7,2.35,-7.31,0.448,-38.7,18.6,-0.53,3.54,-1.97,3.59,-2.91,7.8,-8.23,1.26,-0.91,36
867,1784,訊聯,33.1,-0.6,-1.8%,2014,6.24,-10.1,3.58,-7.89,0.44,-16,57.3,1.35,4.32,3.05,1.37,0.93,1.87,1.27,0.89,-0.18,49
1010,9946,三發,19.8,-0.85,-4.1%,2014,6.42,-88.3,1.88,-90.6,0.437,-96.8,29.3,-7.27,6.82,-18,0.39,-13.2,1.23,-36.6,0.21,-6.5,32
519,6457,紘康,35.7,-2.9,-7.5%,2014,4.74,,1.91,,0.435,,40.3,,9.17,,9.43,,11.8,,1.82,,66
1074,1324,地球,10.7,-0.25,-2.3%,2014,14.5,-2.75,2.34,-2.61,0.431,-1.04,16.1,0.02,2.97,0.05,3.2,-0.02,4.35,0.07,0.57,-0.01,51
637,1729,必翔,62,-0.8,-1.3%,2014,10.7,16.1,2.84,1286,0.426,-109,26.5,24.2,-0.98,64.7,-0.23,12.9,-0.28,16.8,0.23,2.79,45
1023,5353,台林,10.6,-0.05,-0.5%,2014,12.3,-2.91,2.24,6.78,0.425,-19.6,18.3,1.66,3.47,-0.72,2.58,-0.64,3.46,-0.84,0.47,-0.11,49
1006,8222,寶一,16.75,-0.3,-1.8%,2014,7.68,9,1.33,2.07,0.422,4.22,17.3,-1.17,5.5,-0.25,3.07,0.13,5.72,0.17,0.68,0.01,34
969,2468,華經,10.9,0.2,+1.9%,2014,15.3,5.35,1.84,8.93,0.42,36,12,0.39,2.75,0.62,2.82,0.92,3.86,0.97,0.6,0.16,47
1089,3296,勝德,16.75,-0.55,-3.2%,2014,29.5,15.5,4.74,45,0.413,-164,16.1,3.27,1.4,3.92,1.57,4.16,2.25,5.75,0.37,0.95,39
981,3432,台端,13.4,0.15,+1.1%,2014,13.3,6.2,3.25,50.2,0.412,-175,24.4,7.16,3.1,7.5,2.04,4.9,2.82,6.74,0.63,1.47,50
437,5487,通泰,22.9,-0.35,-1.5%,2014,3.19,-10.1,1.12,-13.4,0.411,-0.45,35.1,-1.35,12.9,1.25,6.88,0.04,8.16,0.01,1.86,0,66
1126,1724,台硝,14.1,-0.5,-3.4%,2014,13.5,-6.94,1.79,-14.6,0.409,11.7,13.3,-1.19,3.03,0.5,1.65,0.19,2.29,0.29,0.32,0.03,47
636,1591,F-駿吉,24.8,0.4,+1.6%,2014,7.25,14.2,1.34,11.9,0.407,-13.9,18.5,-0.37,5.62,-1.83,6.44,-3.99,11.4,-3.2,1.51,-0.51,34
747,3492,長盛,17,0.05,+0.3%,2014,9.97,-4.75,2.01,-12.8,0.403,43.5,20.1,-1.86,4.04,1.36,4.78,0.92,10.6,2.43,1.28,0.39,47
930,6276,安鈦克,10.05,-0.3,-2.9%,2014,15,8.21,2.72,-0.97,0.395,-1.74,18.1,-1.68,2.63,-0.27,3.68,-0.8,7.93,-0.28,0.91,-0.02,27
490,6241,易通展,17.3,-0.45,-2.5%,2014,5.37,-15.1,0.9,24,0.387,75.3,16.8,5.29,7.21,3.72,9.9,5.91,12.5,5.53,1.63,0.7,64
1059,8047,星雲,13.15,-0.05,-0.4%,2014,8.41,4.12,2.95,9.14,0.38,12.8,35.1,1.62,4.52,0.35,5.43,0.7,7.02,1.03,0.77,0.11,55
1097,6117,迎廣,13,0.15,+1.2%,2014,29.9,-5.23,5.71,-0.53,0.38,85.5,19.1,0.9,1.27,0.62,1.06,0.5,1.96,0.87,0.43,0.2,45
839,3285,微端,28.5,-0.6,-2.1%,2014,12.1,2.28,2.09,7.14,0.376,159,17.3,0.78,3.4,1.75,4.92,2.61,6.68,3.51,0.85,0.52,41
1069,8390,金益鼎,17.6,0,0%,2014,38.2,-7.46,1.64,70,0.375,431,4.28,1.95,0.33,0.71,0.4,0.89,0.75,1.67,0.5,0.4,34
1058,5703,亞都,21.95,-0.35,-1.6%,2014,10.4,5.75,3.78,-39,0.374,-14.4,36.5,-26.8,3.62,0.67,2.46,0.62,4.28,1.05,0.53,-0.09,51
990,4716,大立,10.85,-0.15,-1.4%,2014,12.8,-6.39,2.12,-6,0.367,-18.7,16.6,0.07,2.88,-0.44,3.08,-0.65,4.31,-1.11,0.51,-0.15,49
687,5201,凱衛,13.9,-0.05,-0.4%,2014,2.59,21,1.19,59.1,0.365,-12.9,45.8,11,14.1,-5.47,8.26,-1.08,10.3,-1.18,1.2,-0.16,64
876,3373,熱映,21.85,-0.45,-2%,2014,7.41,11.7,1.74,24.6,0.362,136,23.4,2.42,4.89,2.57,4.98,2.25,6.2,2.81,1.02,0.55,51
878,3567,逸昌,13.6,0,0%,2014,3.8,-1.57,1.01,16.5,0.362,86.4,26.6,4.13,9.53,4.5,6.75,3.2,7.93,3.57,1.02,0.49,61
998,5384,捷元,13.5,-0.15,-1.1%,2014,107,8.04,5.1,-3.53,0.362,8.23,4.75,-0.57,0.13,0.09,0.56,0.4,1.25,0.89,0.45,0.03,28
1019,2901,欣欣,28.95,0,0%,2014,1.5,-0.42,1.3,0.06,0.358,-1.82,86.5,0.41,23.8,-0.34,3.61,-0.06,4.18,-0.1,0.49,-0.01,70
750,3540,曜越,12.75,0.2,+1.6%,2014,29.3,-4.01,9,-3.09,0.355,-260,30.7,0.29,1.05,2.04,1.47,2.85,2.34,4.63,0.55,0.9,45
902,3354,律勝,9.98,-0.22,-2.2%,2014,8.06,-5.3,1.52,5.49,0.355,2516,18.8,1.92,4.41,4.25,2.35,2.26,2.67,2.57,0.43,0.41,55
822,4173,久裕,32.05,0,0%,2014,13.6,-5.97,2.23,-11.8,0.35,-38.5,16.4,-1.09,2.58,-1.36,0.59,-0.45,3.23,-3.98,0.79,-0.84,38
1091,4523,永彰,22.2,0.6,+2.8%,2014,13.7,0.35,2.84,4.72,0.35,-13.3,20.8,0.86,2.56,-0.4,1.25,-0.3,1.78,-0.36,0.55,-0.08,43
1034,3027,盛達,11.1,-0.05,-0.4%,2014,11.8,3.64,3.28,17,0.347,-0.27,27.8,3.17,3.01,-0.08,1.51,-0.19,2.29,-0.12,0.36,-0.02,49
842,4433,興采,51.9,4.7,+10%,2014,13.9,1.78,3.2,-4.63,0.344,-47.6,23,-1.55,2.47,-2.33,3.67,-4.79,5.97,-10.6,1.3,-1.29,48
1169,6247,淇譽電,14.5,0.05,+0.3%,2014,12,19.3,2.63,53,0.344,-155,21.9,4.83,2.86,9.12,2.49,7.2,4.24,12,0.57,1.61,36
840,3652,精聯,18.3,-0.05,-0.3%,2014,19.4,-1.47,6.36,5.01,0.337,52.6,32.8,2.03,1.75,0.6,2.03,0.74,2.97,0.98,0.72,0.25,45
973,3018,同開,15.8,0.15,+1%,2014,14.5,119,1.47,134,0.332,-450,10.1,0.65,2.29,3.72,2.97,4,6.05,7.96,0.72,0.93,39
987,3680,家登,38,0,0%,2014,18.6,11.4,3.6,27.5,0.32,59.3,19.3,2.43,1.63,0.42,1.11,0.2,2.65,0.86,0.51,0.19,38
1101,6170,統振,10.65,0.05,+0.5%,2014,44.4,-12.2,4.8,2.46,0.32,-129,10.8,1.54,0.66,4.83,0.87,6.47,1.71,13.6,0.34,1.51,47
1160,4944,兆遠,16.9,-0.45,-2.6%,2014,25.2,28.7,1.66,-156,0.306,-107,6.56,21.7,1.68,24.7,0.86,13.3,1.23,22,0.15,2.83,45
722,2067,嘉鋼,18,-0.4,-2.2%,2014,11.6,12.2,2.11,19.4,0.305,4.22,18.2,1.1,2.91,-0.3,2.9,-0.24,7.03,-1.4,1.11,-0.12,36
761,4420,光明,30.8,2.8,+10%,2014,4.24,-8.51,0.256,123,0.304,1443,6.04,3.56,7.15,6.73,5.71,5.34,6.32,5.92,1.03,0.96,60
1065,2221,大甲,16.9,-0.25,-1.5%,2014,7.22,19.9,1.24,4.74,0.303,372,17.2,-2.49,4.12,3.32,2.68,2.25,5.26,4.41,0.71,0.56,36
1140,6175,立敦,12.9,-0.05,-0.4%,2014,18.8,10,1.55,62.6,0.299,-240,8.26,2.67,1.59,2.84,0.95,1.66,1.82,3.12,0.26,0.45,34
759,4161,聿新科,80.1,-1.4,-1.7%,2014,4.15,-8.13,1.16,-10.7,0.297,-62.5,27.9,-0.81,6.27,-10.2,2.8,-8.23,3.66,-11.4,0.66,-1.53,53
1133,3202,樺晟,7.6,0.08,+1.1%,2014,22.7,12,2.18,56,0.295,-123,9.6,2.71,1.62,9.78,1.45,8.04,3.59,20.9,0.36,2.18,23
819,5211,蒙恬,25.95,-0.7,-2.6%,2014,3.01,-8.72,2.03,-5.52,0.294,15.9,67.5,2.29,9.77,2.08,4.68,0.74,5.47,0.87,0.92,0.13,60
1036,4414,如興,14.6,-0.55,-3.6%,2014,25.8,-12.2,3.66,-14.4,0.294,-67.3,14.2,-0.36,1.02,-2.03,0.92,-2.42,2.01,-9.07,0.27,-1.05,40
1113,6226,光鼎,7.4,-0.09,-1.2%,2014,10.3,-36.1,3.29,-5.71,0.292,24.6,32,10.3,2.66,-1.32,1.33,-1.63,2.64,-4.97,0.34,0.01,40
863,2719,燦星旅,24.5,0.05,+0.2%,2014,31.1,1.04,4.3,-4.7,0.291,-53.2,13.8,-0.83,0.93,-1.08,2.85,-3.51,5.49,-6.46,0.8,-0.91,51
1077,1445,大宇,10.95,-0.05,-0.5%,2014,19.1,-8.56,1.35,-26.1,0.291,-55.5,7.08,-1.69,1.52,-1.6,1.27,-1.53,1.53,-1.87,0.21,-0.26,45
818,8923,時報,17.6,0,0%,2014,3.59,6.43,1.76,7.66,0.29,28.4,49,0.56,8.09,1.38,4.16,0.78,6.75,1.43,0.95,0.21,49
855,6229,研通,12.45,0,0%,2014,9.05,4.43,1.28,3.85,0.289,-9.64,14.1,-0.08,3.2,-0.5,4.59,-0.71,6.13,-1,0.8,-0.1,53
